"median"	"LCL"	"UCL"	"mean"	"Simulations"	"dose_uM"	"Chemicals"	"Times"	"variables"
4.02547e-06	1.436534e-06	9.62281625e-06	4.380805924e-06	"Simu1"	5	"NFT"	3.4	"cplasma"
2.461175e-06	8.50629675e-07	6.074994e-06	2.699656878e-06	"Simu1"	5	"NFT"	3.5	"cplasma"
1.508025e-06	5.03970525e-07	3.8259325e-06	1.663748904e-06	"Simu1"	5	"NFT"	3.6	"cplasma"
9.23585e-07	2.98955325e-07	2.397147e-06	1.025327764e-06	"Simu1"	5	"NFT"	3.7	"cplasma"
5.6564e-07	1.77206825e-07	1.51265025e-06	6.32023522e-07	"Simu1"	5	"NFT"	3.8	"cplasma"
3.464345e-07	1.0505025e-07	9.535521e-07	3.895473904e-07	"Simu1"	5	"NFT"	3.9	"cplasma"
2.123045e-07	6.19923675e-08	5.996624e-07	2.401276456e-07	"Simu1"	5	"NFT"	4	"cplasma"
94.5946	94.5946	94.5946	94.5946	"Simu1"	7	"NFT"	0	"cplasma"
14.47885	13.8782325	15.12554	14.4750332	"Simu1"	7	"NFT"	0.1	"cplasma"
12.18415	11.72212	12.653615	12.1762852	"Simu1"	7	"NFT"	0.2	"cplasma"
10.1364	9.775211	10.4967375	10.1361378	"Simu1"	7	"NFT"	0.3	"cplasma"
8.307945	8.00632275	8.623648	8.30959496	"Simu1"	7	"NFT"	0.4	"cplasma"
6.685085	6.39464825	7.004226	6.6893042	"Simu1"	7	"NFT"	0.5	"cplasma"
5.26558	4.930666	5.5978485	5.2659291	"Simu1"	7	"NFT"	0.6	"cplasma"
4.02839	3.645948	4.3664335	4.02857652	"Simu1"	7	"NFT"	0.7	"cplasma"
2.96959	2.58800025	3.31690575	2.96658668	"Simu1"	7	"NFT"	0.8	"cplasma"
2.07413	1.718372	2.41640425	2.07457314	"Simu1"	7	"NFT"	0.9	"cplasma"
1.36149	1.07959575	1.68116175	1.3658513	"Simu1"	7	"NFT"	1	"cplasma"
0.8616955	0.659302775	1.10866	0.863011608	"Simu1"	7	"NFT"	1.1	"cplasma"
0.5361835	0.396310625	0.709499825	0.536864758	"Simu1"	7	"NFT"	1.2	"cplasma"
0.3303025	0.236981625	0.4495732	0.331861292	"Simu1"	7	"NFT"	1.3	"cplasma"
0.202909	0.141473375	0.2831836	0.204490984	"Simu1"	7	"NFT"	1.4	"cplasma"
0.124739	0.084015455	0.1773236	0.1257960244	"Simu1"	7	"NFT"	1.5	"cplasma"
0.07662915	0.049705555	0.111605725	0.0773175208	"Simu1"	7	"NFT"	1.6	"cplasma"
0.04705175	0.0293048525	0.0702636325	0.0475004908	"Simu1"	7	"NFT"	1.7	"cplasma"
0.02880295	0.0172921375	0.0442103375	0.029177506	"Simu1"	7	"NFT"	1.8	"cplasma"
0.01762215	0.0102400325	0.0278079075	0.0179219892	"Simu1"	7	"NFT"	1.9	"cplasma"
0.01078545	0.00607642675	0.0174866775	0.01100958782	"Simu1"	7	"NFT"	2	"cplasma"
0.00660465	0.00360847525	0.01099178	0.00676404584	"Simu1"	7	"NFT"	2.1	"cplasma"
0.00404905	0.00214295275	0.006907868	0.00415661548	"Simu1"	7	"NFT"	2.2	"cplasma"
0.002484305	0.00127242575	0.00433885925	0.00255483209	"Simu1"	7	"NFT"	2.3	"cplasma"
0.001520605	0.000755096275	0.0027257295	0.001570656742	"Simu1"	7	"NFT"	2.4	"cplasma"
0.000930462	0.000448442475	0.001713701	0.0009657957	"Simu1"	7	"NFT"	2.5	"cplasma"
0.000569299	0.00026593395	0.0010789865	0.000593992772	"Simu1"	7	"NFT"	2.6	"cplasma"
0.0003493765	0.000157954225	0.00067816745	0.0003654051584	"Simu1"	7	"NFT"	2.7	"cplasma"
0.0002140025	9.37776775e-05	0.000425995225	0.000224834455	"Simu1"	7	"NFT"	2.8	"cplasma"
0.000130978	5.56409325e-05	0.00026777085	0.000138373212	"Simu1"	7	"NFT"	2.9	"cplasma"
8.02128e-05	3.295009e-05	0.000168359275	8.51841872e-05	"Simu1"	7	"NFT"	3	"cplasma"
4.911415e-05	1.9497365e-05	0.000105995225	5.24502284e-05	"Simu1"	7	"NFT"	3.1	"cplasma"
3.00634e-05	1.1537515e-05	6.6749645e-05	3.230344402e-05	"Simu1"	7	"NFT"	3.2	"cplasma"
1.838985e-05	6.82300825e-06	4.20906775e-05	1.990091086e-05	"Simu1"	7	"NFT"	3.3	"cplasma"
1.125675e-05	4.03428975e-06	2.65334175e-05	1.226380858e-05	"Simu1"	7	"NFT"	3.4	"cplasma"
6.89327e-06	2.38632975e-06	1.67229525e-05	7.55856258e-06	"Simu1"	7	"NFT"	3.5	"cplasma"
4.219895e-06	1.41250525e-06	1.05473e-05	4.658482268e-06	"Simu1"	7	"NFT"	3.6	"cplasma"
2.58227e-06	8.364601e-07	6.6605095e-06	2.871516634e-06	"Simu1"	7	"NFT"	3.7	"cplasma"
1.58302e-06	4.952504e-07	4.20885725e-06	1.770093564e-06	"Simu1"	7	"NFT"	3.8	"cplasma"
9.680545e-07	2.93321725e-07	2.656362e-06	1.091153368e-06	"Simu1"	7	"NFT"	3.9	"cplasma"
5.916675e-07	1.73783325e-07	1.66699225e-06	6.723974396e-07	"Simu1"	7	"NFT"	4	"cplasma"
135.135	135.135	135.135	135.135	"Simu1"	10	"NFT"	0	"cplasma"
21.3952	20.50949	22.3693475	21.4006638	"Simu1"	10	"NFT"	0.1	"cplasma"
18.5338	17.810285	19.2703925	18.5138204	"Simu1"	10	"NFT"	0.2	"cplasma"
15.91155	15.3621425	16.4809275	15.9048646	"Simu1"	10	"NFT"	0.3	"cplasma"
13.51335	13.012255	14.0172875	13.5156134	"Simu1"	10	"NFT"	0.4	"cplasma"
11.33955	10.9043425	11.7956175	11.3452444	"Simu1"	10	"NFT"	0.5	"cplasma"
9.39089	8.95046825	9.842833	9.39099356	"Simu1"	10	"NFT"	0.6	"cplasma"
7.641095	7.18163	8.11611125	7.64743902	"Simu1"	10	"NFT"	0.7	"cplasma"
6.109895	5.594946	6.586515	6.10659342	"Simu1"	10	"NFT"	0.8	"cplasma"
4.75759	4.24883375	5.26109075	4.75837974	"Simu1"	10	"NFT"	0.9	"cplasma"
3.588905	3.0949055	4.08872825	3.59172272	"Simu1"	10	"NFT"	1	"cplasma"
2.598455	2.129728	3.068459	2.5972404	"Simu1"	10	"NFT"	1.1	"cplasma"
1.77705	1.35813275	2.1990025	1.77530472	"Simu1"	10	"NFT"	1.2	"cplasma"
1.145335	0.831211425	1.49532725	1.147662014	"Simu1"	10	"NFT"	1.3	"cplasma"
0.718216	0.5033092	0.981164175	0.720112746	"Simu1"	10	"NFT"	1.4	"cplasma"
0.4437955	0.300588875	0.629162075	0.446906542	"Simu1"	10	"NFT"	1.5	"cplasma"
0.272602	0.1789137	0.401813375	0.275999654	"Simu1"	10	"NFT"	1.6	"cplasma"
0.1675835	0.106441775	0.2522499	0.1700228354	"Simu1"	10	"NFT"	1.7	"cplasma"
0.1027935	0.063477695	0.1582793	0.1045995324	"Simu1"	10	"NFT"	1.8	"cplasma"
0.06285265	0.0377532675	0.099414945	0.0643055144	"Simu1"	10	"NFT"	1.9	"cplasma"
0.0386378	0.0223898	0.062246085	0.0395204432	"Simu1"	10	"NFT"	2	"cplasma"
0.02373585	0.013215765	0.039197325	0.02428553238	"Simu1"	10	"NFT"	2.1	"cplasma"
0.0144914	0.0077932425	0.0246745675	0.01492413368	"Simu1"	10	"NFT"	2.2	"cplasma"
0.008859465	0.0046034585	0.015529685	0.00917248208	"Simu1"	10	"NFT"	2.3	"cplasma"
0.005425325	0.0027258575	0.0097724885	0.00563826232	"Simu1"	10	"NFT"	2.4	"cplasma"
0.003324355	0.0016153225	0.00614913475	0.00346645026	"Simu1"	10	"NFT"	2.5	"cplasma"
0.00203564	0.000953174075	0.003868774	0.002131625146	"Simu1"	10	"NFT"	2.6	"cplasma"
0.001247805	0.000562234475	0.002433994	0.001311101282	"Simu1"	10	"NFT"	2.7	"cplasma"
0.000763691	0.000332558825	0.001532535	0.000806597512	"Simu1"	10	"NFT"	2.8	"cplasma"
0.0004679395	0.000197501025	0.000963812474999999	0.000496346586	"Simu1"	10	"NFT"	2.9	"cplasma"
0.0002862145	0.000117239225	0.00060551455	0.000305478671	"Simu1"	10	"NFT"	3	"cplasma"
0.000175235	6.956254e-05	0.0003809345	0.0001880660354	"Simu1"	10	"NFT"	3.1	"cplasma"
0.0001072275	4.137701e-05	0.000239910225	0.0001158079898	"Simu1"	10	"NFT"	3.2	"cplasma"
6.577685e-05	2.46220075e-05	0.0001510295	7.1329118e-05	"Simu1"	10	"NFT"	3.3	"cplasma"
4.02929e-05	1.4645855e-05	9.5089325e-05	4.394260378e-05	"Simu1"	10	"NFT"	3.4	"cplasma"
2.472015e-05	8.71027325e-06	5.987634e-05	2.707691652e-05	"Simu1"	10	"NFT"	3.5	"cplasma"
1.516375e-05	5.154056e-06	3.7680335e-05	1.668836316e-05	"Simu1"	10	"NFT"	3.6	"cplasma"
9.28673e-06	3.05070625e-06	2.36713275e-05	1.028811974e-05	"Simu1"	10	"NFT"	3.7	"cplasma"
5.700925e-06	1.805634e-06	1.487032e-05	6.34438258e-06	"Simu1"	10	"NFT"	3.8	"cplasma"
3.490875e-06	1.0703835e-06	9.34823875e-06	3.912515888e-06	"Simu1"	10	"NFT"	3.9	"cplasma"
2.135545e-06	6.34696375e-07	5.87205375e-06	2.41316259e-06	"Simu1"	10	"NFT"	4	"cplasma"
229.73	229.73	229.73	229.73	"Simu1"	17	"NFT"	0	"cplasma"
38.0151	36.401625	39.79085	38.0137184	"Simu1"	17	"NFT"	0.1	"cplasma"
34.10845	32.7286725	35.55955	34.0976116	"Simu1"	17	"NFT"	0.2	"cplasma"
30.50835	29.303755	31.6531075	30.4813324	"Simu1"	17	"NFT"	0.3	"cplasma"
27.0718	26.0021625	28.074465	27.0648458	"Simu1"	17	"NFT"	0.4	"cplasma"
23.85295	22.8869675	24.8190025	23.852898	"Simu1"	17	"NFT"	0.5	"cplasma"
20.83785	19.980265	21.775325	20.850823	"Simu1"	17	"NFT"	0.6	"cplasma"
18.04215	17.2032075	19.0229475	18.0631284	"Simu1"	17	"NFT"	0.7	"cplasma"
15.4916	14.6193975	16.46074	15.4930694	"Simu1"	17	"NFT"	0.8	"cplasma"
